id,birth_year,gender,tenure,industry,occupation,org_size,household,metro_or_regional,time_q4_2020,time_q4_2020_1,time_rem_2021,pref_time_2021,pref_time_future,these_questions_are_about,in_the_past_6,how_often_do_you,how_often_would_you,does_your_employer_have,how_much_of_your,thinking_about_your_employer,thinking_about_your_employer_1,thinking_about_your_employer_2,thinking_about_your_employer_3,how_do_you_feel,org_encouraged,org_prepared,org_common,permission,collaboration,thinking_about_remote_working,thinking_about_remote_working_1,do_you_think_remote,who_is_most_supportive,org_encourage_future,org_support_future,choice_future,commute_time,think_about_your_experience,caring_time,family_time,think_about_your_experience_1,commute_time_1,think_about_your_experience_2,caring_time_1,family_time_1,think_about_your_experience_3,imagine_your_employer_offered,what_is_the_biggest,have_the_following_barriers,have_the_following_barriers_1,have_the_following_barriers_2,have_the_following_barriers_3,have_the_following_barriers_4,have_the_following_barriers_5,have_the_following_barriers_6,have_the_following_barriers_7,have_the_following_barriers_8,have_the_following_barriers_9,have_the_following_barriers_10,have_the_following_barriers_11,have_the_following_barriers_12,have_the_following_barriers_13,have_the_following_barriers_14,have_the_following_barriers_15,feel_better,more_active,feel_better_1,manages_people,do_employees_you_manage,mgmt_discretion,mgmt_retain,mgmt_recruit,team_collab,mgmt_ease_remote,mgmt_poor_performers,mgmt_prepared_remote,mgmt_focus_results,mgmt_contact,productivity,now_think_about_the,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
580,1981,female,between 6 and 12 months,manufacturing,technicians and trades workers - other technicians and trades workers,between 20 and 199,couple with dependent children,metro,10%,i would not have preferred to work remotely,20%,less than 10% of my time,10%,no,yes,10%,10%,yes,30%,4,3,4,4,neither positive nor negative,4,4,3,4,4,3,4,neither positive nor negative,they are about the same,neither unlikely or likely,somewhat likely,somewhat likely,2.0,8.0,2.0,4.0,8.0,0.0,9.0,2.0,5.0,8.0,no,,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,stayed about the same,somewhat improved,somewhat improved,somewhat improved,stayed about the same,somewhat improved,stayed about the same,somewhat improved,stayed about the same,3,4,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,noisy work environment,connectivity/internet issues,interruptions,interruptions,lack of privacy,connectivity/internet issues,40
581,1997,female,between 1 and 5 years,"professional, scientific and technical",professionals - health professionals,more than 200,other one family household,regional,60%,60%,70%,80%,80%,yes,yes,40%,50% - about half of my time,yes,40%,4,4,4,4,strongly positive,4,4,4,4,4,4,4,strongly positive,my direct manger(s),somewhat likely,somewhat likely,somewhat likely,2.0,10.0,2.0,2.0,8.0,2.0,10.0,2.0,2.0,8.0,yes,0.4,somewhat improved,somewhat improved,somewhat improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,4,4,5,yes,yes,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,im 40% more productive when working remotely,im 40% more productive when working remotely,,,,,,,24
582,1980,male,more than 5 years,construction,technicians and trades workers - construction trades workers,between 1 and 4,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,80%,no,no,,,no,,5,2,2,4,strongly positive,5,5,5,5,5,1,5,strongly positive,senior leadership,somewhat likely,somewhat likely,somewhat likely,1.0,8.0,4.0,4.0,7.0,1.0,8.0,4.0,4.0,7.0,no,,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,significantly improved,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,5,5,3,yes,yes,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,im 20% more productive when working remotely,im 20% more productive when working remotely,,,,,,,41
583,1977,female,more than 5 years,health care and social assistance,clerical and administrative workers - inquiry clerks and receptionists,more than 200,couple with no dependent children,metro,20%,20%,20%,i would not have preferred to work remotely,i would prefer not to work remotely,no,no,,,no,,4,2,4,3,neither positive nor negative,3,4,3,3,2,3,2,neither positive nor negative,they are about the same,somewhat unlikely,somewhat unlikely,neither unlikely or likely,1.0,8.0,4.5,2.5,8.0,1.0,8.0,5.0,2.0,8.0,no,,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,somewhat worsened,not a barrier for me,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,2,3,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,,,,,,,44
584,1986,female,between 6 and 12 months,retail trade,sales workers - sales representatives and agents,between 20 and 199,couple with dependent children,metro,50% - i spent about half of my time remote working,i would not have preferred to work remotely,30%,less than 10% of my time,i would prefer not to work remotely,yes,yes,50% - about half of my time,20%,yes,30%,2,2,2,4,somewhat negative,2,2,2,2,1,4,1,neither positive nor negative,they are about the same,somewhat likely,somewhat unlikely,somewhat unlikely,2.0,8.0,2.0,4.0,8.0,3.0,8.0,4.0,3.0,6.0,no,,somewhat improved,stayed about the same,significantly worsened,significantly worsened,somewhat worsened,somewhat worsened,significantly worsened,somewhat worsened,stayed about the same,somewhat worsened,significantly worsened,significantly worsened,stayed about the same,significantly worsened,stayed about the same,stayed about the same,3,2,4,no,,,,,,,,,,,im 30% less productive when working remotely,,interruptions,lack of appropriate work and meeting spaces,interruptions,lack of privacy,lack of privacy,difficulty innovating,35
585,1990,male,more than 5 years,construction,technicians and trades workers - construction trades workers,more than 200,multiple family household,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,yes,yes,100% - all of my time,100% - all of my time,yes,100% - all of my time,5,5,5,4,strongly positive,5,5,5,5,5,4,5,strongly positive,my direct manger(s),very likely,very likely,very likely,5.0,2.0,3.0,4.0,10.0,16.0,3.0,2.0,1.0,2.0,yes,0.99,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,5,5,5,yes,yes,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,31
586,1963,female,between 6 and 12 months,education and training,clerical and administrative workers - clerical and office support workers,more than 200,other one family household,regional,50% - i spent about half of my time remote working,100% - all of my time,rarely or never,100% - all of my time,100% - all of my time,no,no,,,yes,100% - all of my time,1,1,1,4,neither positive nor negative,3,2,3,2,4,2,4,somewhat positive,they are about the same,somewhat unlikely,neither unlikely or likely,somewhat unlikely,3.0,6.0,4.0,4.0,7.0,0.0,6.0,4.0,6.0,8.0,yes,0.1,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,5,3,2,no,,,,,,,,,,,my productivity is about same when i work remotely,,interruptions,connectivity/internet issues,connectivity/internet issues,lack of privacy,lack of privacy,difficulty innovating,58
587,1971,male,more than 5 years,education and training,"managers - hospitality, retail and service managers",more than 200,single person,metro,less than 10% of my time,less than 10% of my time,less than 10% of my time,20%,20%,no,yes,30%,20%,yes,80%,4,3,4,2,somewhat positive,4,2,3,4,4,2,4,somewhat negative,senior leadership,neither unlikely or likely,somewhat likely,neither unlikely or likely,2.0,8.0,1.0,6.0,7.0,0.5,8.0,2.0,5.5,8.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,2,4,4,yes,yes,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,im 10% more productive when working remotely,im 10% more productive when working remotely,interruptions,problems with audio-visual setup,interruptions,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,connectivity/internet issues,50
588,1980,male,between 6 and 12 months,"professional, scientific and technical","managers - chief executives, general managers and legislators",between 20 and 199,couple with dependent children,metro,80%,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,no,yes,10%,less than 10% of my time,no,,5,4,4,4,somewhat positive,4,4,5,4,4,3,4,somewhat positive,they are about the same,neither unlikely or likely,neither unlikely or likely,somewhat likely,2.0,8.0,2.0,5.0,7.0,0.5,9.0,3.0,4.0,7.5,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat improved,stayed about the same,stayed about the same,4,4,4,yes,yes,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,my productivity is about same when i work remotely,my productivity is about same when i work remotely,difficulty collaborating with remote colleagues,connectivity/internet issues,difficulty innovating,noisy work environment,lack of appropriate work and meeting spaces,interruptions,41
589,1990,male,between 6 and 12 months,information media and telecommunications,managers - specialist managers,between 20 and 199,couple with no dependent children,metro,20%,30%,30%,10%,20%,yes,yes,20%,20%,yes,20%,3,4,3,3,somewhat positive,4,3,4,3,2,3,3,somewhat positive,my direct manger(s),somewhat unlikely,somewhat likely,somewhat unlikely,2.0,8.0,2.0,6.0,6.0,0.0,4.0,6.0,6.0,8.0,no,,stayed about the same,somewhat worsened,stayed about the same,somewhat worsened,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat worsened,somewhat worsened,3,4,3,yes,yes,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,my productivity is about same when i work remotely,my productivity is about same when i work remotely,difficulty collaborating with remote colleagues,problems with audio-visual setup,connectivity/internet issues,interruptions,connectivity/internet issues,interruptions,31
590,1975,female,more than 5 years,education and training,"managers - chief executives, general managers and legislators",between 20 and 199,couple with dependent children,metro,20%,100% - all of my time,20%,80%,80%,yes,yes,20%,80%,yes,60%,4,3,3,4,somewhat positive,2,5,3,4,5,4,5,strongly positive,my direct manger(s),somewhat likely,somewhat likely,neither unlikely or likely,2.0,8.0,3.0,3.0,8.0,0.0,9.0,6.0,3.0,6.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,5,4,5,yes,yes,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,im 10% more productive when working remotely,im 10% more productive when working remotely,noisy work environment,problems with audio-visual setup,interruptions,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,46
591,1977,female,more than 5 years,health care and social assistance,professionals - health professionals,more than 200,couple with dependent children,metro,20%,20%,10%,50% - about half of my time,10%,no,no,,,yes,20%,4,4,3,5,somewhat positive,4,3,5,4,4,4,3,strongly positive,senior leadership,somewhat likely,very likely,neither unlikely or likely,2.0,8.0,2.0,4.0,8.0,2.0,8.0,2.0,4.0,8.0,yes,0.02,stayed about the same,somewhat improved,somewhat improved,significantly improved,somewhat improved,stayed about the same,somewhat improved,stayed about the same,somewhat improved,stayed about the same,significantly improved,stayed about the same,significantly improved,somewhat improved,somewhat improved,significantly improved,4,5,3,yes,yes,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,im 30% more productive when working remotely,im 30% more productive when working remotely,noisy work environment,connectivity/internet issues,difficulty innovating,interruptions,problems with audio-visual setup,connectivity/internet issues,44
592,1981,female,between 1 and 5 years,other services,professionals - ict professionals,more than 200,couple with no dependent children,metro,90%,100% - all of my time,90%,100% - all of my time,100% - all of my time,yes,yes,less than 10% of my time,less than 10% of my time,unsure,,5,4,3,4,somewhat positive,4,5,3,4,5,3,1,neither positive nor negative,they are about the same,neither unlikely or likely,somewhat likely,neither unlikely or likely,1.5,8.0,0.0,7.5,7.0,0.5,8.0,0.0,8.5,7.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,5,5,1,no,,,,,,,,,,,im 30% more productive when working remotely,,,,,,,,40
593,1997,female,between 6 and 12 months,"professional, scientific and technical","professionals - design, engineering, science and transport professionals",more than 200,group household,regional,30%,50% - about half of my time,60%,60%,70%,yes,yes,30%,30%,no,,4,4,5,2,somewhat positive,5,5,5,5,5,3,1,somewhat positive,senior leadership,somewhat unlikely,neither unlikely or likely,neither unlikely or likely,2.0,7.0,3.0,3.0,9.0,0.5,7.0,5.0,2.5,9.0,no,,stayed about the same,somewhat worsened,somewhat improved,significantly improved,stayed about the same,stayed about the same,significantly worsened,somewhat improved,not a barrier for me,stayed about the same,somewhat worsened,significantly worsened,not a barrier for me,not a barrier for me,somewhat improved,stayed about the same,2,2,2,no,,,,,,,,,,,im 20% less productive when working remotely,,difficulty collaborating with remote colleagues,connectivity/internet issues,interruptions,noisy work environment,lack of privacy,difficulty innovating,24
594,1999,female,between 1 and 5 years,manufacturing,"professionals - business, human resource and marketing professionals",more than 200,single person,metro,40%,40%,30%,30%,40%,yes,yes,40%,50% - about half of my time,no,,3,3,4,4,somewhat positive,3,4,4,3,4,3,4,somewhat positive,they are about the same,neither unlikely or likely,neither unlikely or likely,somewhat likely,1.0,8.0,1.0,6.0,8.0,0.0,9.0,6.0,1.0,8.0,no,,stayed about the same,somewhat improved,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,somewhat improved,somewhat worsened,somewhat worsened,somewhat improved,stayed about the same,stayed about the same,stayed about the same,4,3,4,no,,,,,,,,,,,im 20% more productive when working remotely,,noisy work environment,lack of appropriate work and meeting spaces,connectivity/internet issues,interruptions,problems with audio-visual setup,lack of appropriate work and meeting spaces,22
595,1979,male,more than 5 years,retail trade,"managers - hospitality, retail and service managers",more than 200,couple with no dependent children,metro,10%,30%,rarely or never,50% - about half of my time,50% - about half of my time,yes,yes,10%,20%,yes,100% - all of my time,1,1,2,4,strongly negative,1,1,3,1,4,3,5,strongly positive,they are about the same,neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,2.0,9.0,3.0,3.0,7.0,0.5,8.0,3.0,4.5,8.0,no,,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,significantly worsened,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,somewhat worsened,significantly worsened,somewhat improved,somewhat worsened,stayed about the same,somewhat improved,significantly improved,4,5,4,yes,yes,3.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,im 40% more productive when working remotely,im 40% more productive when working remotely,interruptions,problems with audio-visual setup,interruptions,lack of privacy,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,42
596,1985,male,between 1 and 5 years,health care and social assistance,"managers - hospitality, retail and service managers",between 5 and 19,multiple family household,metro,10%,50% - about half of my time,10%,50% - about half of my time,50% - about half of my time,yes,no,,,yes,50% - about half of my time,5,5,5,5,strongly positive,5,5,5,5,5,5,5,strongly positive,senior leadership,very likely,very likely,very likely,3.0,8.0,3.0,4.0,6.0,6.0,8.0,4.0,1.0,5.0,no,,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,somewhat improved,stayed about the same,not a barrier for me,significantly improved,not a barrier for me,not a barrier for me,significantly worsened,somewhat worsened,5,5,5,yes,yes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,36
597,2001,female,between 1 and 5 years,mining,managers - specialist managers,between 20 and 199,single person,regional,20%,20%,20%,20%,20%,yes,yes,20%,20%,yes,20%,4,3,4,4,somewhat positive,2,2,2,3,3,2,2,somewhat positive,my direct manger(s),somewhat likely,somewhat likely,very likely,5.0,10.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,yes,0.2,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat improved,4,4,4,yes,yes,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,20
598,1973,female,more than 5 years,financial and insurance,clerical and administrative workers - general clerical workers,more than 200,couple with dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,90%,90%,90%,yes,yes,90%,90%,yes,10%,5,5,5,5,strongly positive,5,5,5,5,5,5,5,strongly positive,they are about the same,very likely,very likely,very likely,2.0,8.0,4.0,4.0,6.0,0.0,10.0,3.0,4.0,7.0,no,,significantly improved,somewhat improved,somewhat improved,significantly improved,not a barrier for me,somewhat improved,somewhat improved,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,stayed about the same,not a barrier for me,not a barrier for me,not a barrier for me,significantly improved,5,5,5,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,interruptions,connectivity/internet issues,connectivity/internet issues,noisy work environment,lack of appropriate work and meeting spaces,difficulty innovating,48
599,1978,female,more than 5 years,wholesale trade,managers - specialist managers,between 20 and 199,couple with dependent children,metro,10%,10%,less than 10% of my time,less than 10% of my time,less than 10% of my time,yes,yes,10%,10%,unsure,,4,3,4,3,somewhat positive,3,4,4,4,3,3,4,somewhat positive,they are about the same,neither unlikely or likely,somewhat likely,neither unlikely or likely,1.0,8.0,3.0,3.0,9.0,2.0,8.0,3.0,3.0,8.0,yes,0.2,somewhat improved,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,somewhat improved,somewhat improved,somewhat improved,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,4,4,3,yes,yes,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,im 20% more productive when working remotely,im 20% more productive when working remotely,lack of privacy,lack of privacy,lack of appropriate work and meeting spaces,interruptions,lack of appropriate work and meeting spaces,interruptions,43
600,1983,female,more than 5 years,financial and insurance,sales workers - sales support workers,more than 200,single person,metro,40%,100% - all of my time,50% - i spent about half of my time remote working,100% - all of my time,100% - all of my time,no,no,,,yes,60%,2,5,1,1,strongly negative,2,4,1,2,3,3,2,somewhat positive,they are about the same,very unlikely,very unlikely,very unlikely,2.0,14.0,1.0,1.0,6.0,1.0,10.0,1.0,2.0,10.0,no,,not a barrier for me,not a barrier for me,not a barrier for me,stayed about the same,not a barrier for me,stayed about the same,not a barrier for me,significantly improved,not a barrier for me,not a barrier for me,stayed about the same,stayed about the same,somewhat worsened,not a barrier for me,not a barrier for me,not a barrier for me,5,3,2,no,,,,,,,,,,,im 10% more productive when working remotely,,lack of privacy,lack of privacy,interruptions,noisy work environment,problems with audio-visual setup,connectivity/internet issues,38
601,1993,female,between 6 and 12 months,financial and insurance,sales workers - sales representatives and agents,more than 200,single person,regional,100% - i spent all of my time remote working,50% - about half of my time,100% - i spent all of my time remote working,50% - about half of my time,50% - about half of my time,yes,no,,,unsure,,3,3,3,4,somewhat negative,5,5,5,3,1,3,3,somewhat positive,they are about the same,somewhat unlikely,somewhat likely,somewhat likely,1.0,8.0,3.0,4.0,8.0,0.0,8.0,4.0,4.0,8.0,no,,stayed about the same,stayed about the same,stayed about the same,significantly worsened,stayed about the same,stayed about the same,significantly worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,not a barrier for me,significantly worsened,stayed about the same,1,2,5,no,,,,,,,,,,,my productivity is about same when i work remotely,,,,,,,,28
602,1995,female,between 1 and 5 years,financial and insurance,clerical and administrative workers - general clerical workers,more than 200,single person,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,70%,70%,yes,no,,,no,,4,4,1,4,somewhat positive,3,4,4,4,4,4,4,somewhat positive,my direct manger(s),somewhat likely,somewhat likely,somewhat likely,1.0,8.0,4.0,3.0,8.0,1.0,8.0,3.0,4.0,8.0,no,,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,somewhat improved,4,4,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,lack of privacy,lack of privacy,difficulty innovating,interruptions,connectivity/internet issues,interruptions,26
603,1990,male,between 6 and 12 months,"professional, scientific and technical",managers - specialist managers,between 5 and 19,one parent family with dependent children,metro,30%,30%,80%,80%,70%,yes,yes,50% - about half of my time,70%,yes,30%,3,2,4,5,somewhat negative,4,5,3,1,4,3,2,somewhat negative,senior leadership,neither unlikely or likely,somewhat likely,very likely,5.0,6.0,7.0,6.0,,6.0,4.0,6.0,3.0,5.0,yes,0.6,stayed about the same,somewhat improved,stayed about the same,somewhat worsened,stayed about the same,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,somewhat worsened,5,3,4,yes,no,,,,,,,,,,im 10% less productive when working remotely,im 10% less productive when working remotely,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,difficulty innovating,noisy work environment,connectivity/internet issues,interruptions,31
604,1990,male,between 1 and 5 years,"professional, scientific and technical","managers - chief executives, general managers and legislators",between 1 and 4,single person,metro,80%,70%,70%,80%,80%,yes,yes,80%,60%,yes,70%,4,5,5,5,strongly positive,4,5,4,4,3,5,5,somewhat positive,my direct manger(s),very likely,very likely,somewhat likely,5.0,5.0,2.0,4.0,8.0,5.0,9.0,3.0,1.0,6.0,yes,0.1,significantly improved,somewhat improved,somewhat improved,stayed about the same,somewhat improved,significantly improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,significantly improved,somewhat improved,somewhat improved,stayed about the same,significantly improved,somewhat worsened,5,5,5,yes,yes,3.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,im 40% more productive when working remotely,im 40% more productive when working remotely,lack of privacy,connectivity/internet issues,lack of appropriate work and meeting spaces,interruptions,problems with audio-visual setup,interruptions,31
605,2002,female,between 1 and 5 years,retail trade,"professionals - business, human resource and marketing professionals",between 20 and 199,couple with dependent children,metro,20%,less than 10% of my time,40%,80%,80%,yes,no,,,yes,30%,4,4,4,4,somewhat positive,4,4,4,4,3,4,2,somewhat positive,they are about the same,somewhat likely,somewhat likely,somewhat likely,1.0,8.0,3.0,4.0,8.0,0.5,8.0,3.0,4.5,8.0,yes,0.1,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,4,4,3,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,interruptions,connectivity/internet issues,connectivity/internet issues,difficulty collaborating with remote colleagues,lack of privacy,lack of appropriate work and meeting spaces,19
606,1960,male,more than 5 years,education and training,professionals - education professionals,between 20 and 199,one parent family with dependent children,metro,50% - i spent about half of my time remote working,50% - about half of my time,50% - i spent about half of my time remote working,i would not have preferred to work remotely,i would prefer not to work remotely,no,no,,,no,,3,3,3,3,neither positive nor negative,3,3,3,3,3,3,3,neither positive nor negative,they are about the same,neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,3,3,3,no,,,,,,,,,,,im 50% less productive when working remotely (or worse),,,,,,,,61
607,1961,female,between 1 and 5 years,health care and social assistance,community and personal service workers - health and welfare support workers,between 5 and 19,other one family household,metro,30%,10%,10%,20%,less than 10% of my time,yes,no,,,yes,100% - all of my time,5,2,2,5,somewhat positive,3,4,2,3,4,4,4,somewhat negative,my direct manger(s),somewhat unlikely,somewhat likely,neither unlikely or likely,2.5,8.0,2.5,3.0,8.0,2.5,8.0,2.5,3.0,8.0,yes,0.1,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,not a barrier for me,not a barrier for me,not a barrier for me,stayed about the same,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,3,3,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,,,,,,,60
608,1988,male,more than 5 years,public administration and safety,clerical and administrative workers - other clerical and administrative workers,more than 200,single person,regional,10%,60%,rarely or never,i would not have preferred to work remotely,40%,yes,no,,,unsure,,3,1,1,4,somewhat negative,4,2,4,3,2,5,2,somewhat positive,they are about the same,somewhat unlikely,somewhat unlikely,neither unlikely or likely,4.0,13.0,1.0,1.0,5.0,4.0,13.0,1.0,1.0,5.0,no,,somewhat worsened,somewhat worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,somewhat worsened,somewhat worsened,stayed about the same,significantly worsened,significantly worsened,somewhat worsened,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,3,3,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,interruptions,lack of privacy,difficulty innovating,33
609,1966,female,between 1 and 5 years,mining,professionals - ict professionals,between 20 and 199,one parent family with dependent children,regional,rarely or never,20%,less than 10% of my time,30%,20%,yes,yes,20%,50% - about half of my time,no,,5,5,5,5,strongly positive,4,5,1,5,5,1,1,strongly positive,senior leadership,somewhat likely,very likely,somewhat likely,2.0,7.0,1.0,6.0,8.0,4.0,10.0,2.0,0.0,8.0,yes,0.1,significantly improved,significantly improved,significantly improved,significantly improved,not a barrier for me,significantly improved,significantly improved,significantly improved,not a barrier for me,not a barrier for me,significantly improved,significantly improved,not a barrier for me,stayed about the same,not a barrier for me,significantly improved,5,4,5,yes,yes,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,im 30% more productive when working remotely,im 30% more productive when working remotely,,,,,,,55
610,1989,male,more than 5 years,public administration and safety,"professionals - legal, social and welfare professionals",more than 200,couple with dependent children,regional,80%,80%,70%,70%,60%,yes,yes,20%,20%,yes,50% - about half of my time,4,4,4,4,somewhat positive,5,3,5,5,3,2,4,somewhat positive,my direct manger(s),somewhat unlikely,somewhat likely,somewhat likely,3.0,8.0,5.0,2.0,6.0,1.0,8.0,5.0,4.0,6.0,yes,0.1,significantly improved,stayed about the same,stayed about the same,significantly worsened,stayed about the same,somewhat worsened,stayed about the same,somewhat worsened,stayed about the same,somewhat improved,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,3,4,4,no,,,,,,,,,,,im 20% more productive when working remotely,,,,,,,,32
