id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
800,1995,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,health professionals,more than 200,no,couple with no dependent children,between 6 and 12 months,metro,90%,4.0,4.0,4.0,4.0,4.0,4.0,100% - all of my time,90%,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,4,4,4,i 30% more productive when working remotely,1.0,8.0,1.0,1.0,0.0,10.0,4.0,2.0,preparing for work and commuting,my working relationships,my opportunities to socialise,my working relationships,my personal relationships,my working relationships,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my work-life balance,my mental wellbeing,managing my personal commitments,caring responsibilities,cyber security,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,poor management,25
801,1959,female,health care and social assistance,hospitals,managers,specialist managers,more than 200,yes,couple with no dependent children,more than 5 years,metro,rarely or never,,,,,,,30%,90%,5.0,4.0,4.0,5.0,4.0,4.0,80%,70%,3,3,4,i 10% more productive when working remotely,2.0,8.5,3.0,1.5,0.5,8.5,4.0,1.5,my work-life balance,my working relationships,preparing for work and commuting,my working relationships,preparing for work and commuting,my daily expenses,my work-life balance,my opportunities to socialise,my work-life balance,my daily expenses,managing my personal commitments,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",61
802,1983,male,wholesale trade,"grocery, liquor and tobacco product wholesaling",managers,"chief executives, general managers and legislators",more than 200,no,couple with no dependent children,between 1 and 5 years,metro,50% - i spent about half of my time remote working,5.0,5.0,4.0,4.0,4.0,5.0,80%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,90%,4,4,4,i 50% more productive when working remotely (or more),1.0,8.0,3.0,2.0,0.0,10.0,2.0,2.0,the number of hours  i work,my working relationships,my mental wellbeing,my working relationships,preparing for work and commuting,my working relationships,my mental wellbeing,my opportunities to socialise,my job satisfaction,my daily expenses,my job satisfaction,my daily expenses,"it equipment (computer, printer, etc.)",connectivity (internet connection),i have tasks that can't be done remotely,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,37
803,1988,male,public administration and safety,"public order, safety and regulatory services",professionals,"design, engineering, science and transport professionals",more than 200,no,couple with no dependent children,more than 5 years,regional,less than 10% of my time,2.0,2.0,2.0,2.0,4.0,4.0,50% - about half of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,50% - about half of my time,2,2,2,my productivity is about same when i work remotely,1.5,8.0,3.0,1.0,0.25,8.0,4.0,2.0,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,my opportunities to socialise,preparing for work and commuting,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,my opportunities to socialise,poor management,poor management,poor management,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",32
804,1993,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,"design, engineering, science and transport professionals",between 5 and 19,no,couple with no dependent children,between 1 and 5 years,metro,less than 10% of my time,2.0,4.0,1.0,3.0,3.0,3.0,10%,40%,5.0,5.0,5.0,5.0,5.0,3.0,30%,20%,2,2,4,my productivity is about same when i work remotely,1.5,7.0,2.0,1.0,0.5,7.0,4.0,2.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,the number of hours  i work,my opportunities to socialise,my daily expenses,my personal relationships,managing my personal commitments,my personal relationships,feeling left out and/or isolated,lack of motivation,feeling left out and/or isolated,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",27
805,1973,male,health care and social assistance,medical and other health care services,professionals,health professionals,more than 200,yes,couple with dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,i would not have preferred to work remotely,30%,4.0,4.0,3.0,4.0,3.0,4.0,30%,10%,2,3,3,i 20% less productive when working remotely,2.0,8.0,3.0,2.0,0.0,8.0,3.0,2.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my working relationships,managing my personal commitments,my mental wellbeing,my daily expenses,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,difficulty collaborating remotely,cyber security,i have tasks that can't be done remotely,connectivity (internet connection),lack of motivation,connectivity (internet connection),47
806,1975,female,retail trade,other store-based retailing,sales,sales assistants and salespersons,between 5 and 19,no,one  parent family with dependent children,between 1 and 5 years,metro,less than 10% of my time,3.0,3.0,3.0,3.0,3.0,3.0,100% - all of my time,100% - i spent all of my time remote working,3.0,4.0,5.0,4.0,4.0,5.0,100% - all of my time,100% - all of my time,3,3,3,i 50% more productive when working remotely (or more),6.0,8.0,8.0,2.0,3.0,9.0,5.0,7.0,preparing for work and commuting,my on-the-job learning opportunities,my mental wellbeing,my opportunities to socialise,my daily expenses,my job satisfaction,my mental wellbeing,my opportunities to socialise,my daily expenses,my job satisfaction,my mental wellbeing,my daily expenses,connectivity (internet connection),poor management,my organisation's software and systems,"it equipment (computer, printer, etc.)",lack of motivation,i have tasks that can't be done remotely,45
807,1992,female,financial and insurance services,finance,managers,specialist managers,more than 200,no,couple with no dependent children,between 1 and 5 years,metro,less than 10% of my time,3.0,4.0,2.0,3.0,3.0,4.0,30%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,4.0,3.0,40%,40%,4,4,4,my productivity is about same when i work remotely,2.0,10.0,2.0,1.0,0.0,10.0,3.0,1.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,my daily expenses,the number of hours  i work,my daily expenses,my opportunities to socialise,difficulty collaborating remotely,lack of motivation,feeling left out and/or isolated,caring responsibilities,connectivity (internet connection),connectivity (internet connection),28
808,1966,male,"electricity, gas, water and waste services",electricity supply,technicians and trades,"engineering, ict and science technicians",more than 200,no,couple with dependent children,more than 5 years,metro,60%,4.0,4.0,3.0,4.0,3.0,4.0,80%,30%,3.0,3.0,2.0,3.0,3.0,3.0,60%,20%,3,3,4,i 30% more productive when working remotely,1.0,7.0,14.0,2.0,1.0,7.0,14.0,2.0,my working relationships,my work-life balance,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,my personal relationships,managing my personal commitments,the number of hours  i work,my work-life balance,my personal relationships,my mental wellbeing,my personal relationships,"it equipment (computer, printer, etc.)",poor management,feeling left out and/or isolated,connectivity (internet connection),cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",54
809,1983,female,"rental, hiring and real estate services",property operators and real estate services,professionals,"business, human resource and marketing professionals",more than 200,no,couple with no dependent children,between 1 and 5 years,metro,20%,3.0,4.0,5.0,4.0,3.0,3.0,less than 10% of my time,50% - i spent about half of my time remote working,3.0,4.0,5.0,5.0,4.0,3.0,50% - about half of my time,i would prefer not to work remotely,3,3,3,i 40% less productive when working remotely,2.0,9.0,3.0,0.0,0.0,11.0,4.0,0.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my working relationships,preparing for work and commuting,my job satisfaction,managing my personal commitments,the number of hours  i work,my daily expenses,the number of hours  i work,my daily expenses,my opportunities to socialise,"it equipment (computer, printer, etc.)",poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),37
810,1969,male,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,between 20 and 199,yes,couple with no dependent children,between 1 and 5 years,metro,30%,2.0,4.0,3.0,5.0,4.0,3.0,50% - about half of my time,less than 10% of my time,5.0,4.0,5.0,5.0,4.0,3.0,20%,40%,3,3,2,i 20% more productive when working remotely,0.75,7.5,1.0,1.0,0.25,8.0,1.0,1.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,managing my personal commitments,my on-the-job learning opportunities,my daily expenses,the number of hours  i work,managing my personal commitments,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,connectivity (internet connection),i have tasks that can't be done remotely,51
811,1985,male,education and training,tertiary education,professionals,education professionals,more than 200,yes,single person,between 1 and 5 years,regional,rarely or never,,,,,,,i would not have preferred to work remotely,100% - i spent all of my time remote working,3.0,4.0,1.0,4.0,5.0,2.0,100% - all of my time,less than 10% of my time,4,4,4,my productivity is about same when i work remotely,2.0,8.0,4.0,1.0,1.0,9.0,4.0,1.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my job satisfaction,managing my personal commitments,my mental wellbeing,my on-the-job learning opportunities,my job satisfaction,managing my personal commitments,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,caring responsibilities,connectivity (internet connection),connectivity (internet connection),35
812,1982,male,"professional, scientific and technical services","professional, scientific and technical services",professionals,education professionals,between 5 and 19,yes,couple with no dependent children,more than 5 years,metro,less than 10% of my time,3.0,4.0,3.0,3.0,4.0,4.0,10%,80%,4.0,4.0,4.0,4.0,4.0,4.0,80%,20%,3,4,3,my productivity is about same when i work remotely,1.0,7.0,1.0,1.0,1.0,8.0,1.0,1.0,my work-life balance,my working relationships,managing my family responsibilities,preparing for work and commuting,preparing for work and commuting,my working relationships,the number of hours  i work,my opportunities to socialise,my on-the-job learning opportunities,my work-life balance,my personal relationships,my job satisfaction,poor management,lack of motivation,poor management,"it equipment (computer, printer, etc.)",lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",38
813,1977,female,education and training,tertiary education,clerical and administrative,other clerical and administrative,more than 200,no,couple with dependent children,between 1 and 5 years,regional,rarely or never,,,,,,,less than 10% of my time,50% - i spent about half of my time remote working,5.0,4.0,3.0,5.0,5.0,4.0,50% - about half of my time,20%,3,4,4,my productivity is about same when i work remotely,1.5,8.0,0.0,2.0,0.0,8.0,1.0,2.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,my personal relationships,managing my personal commitments,my job satisfaction,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,poor management,poor management,poor management,43
814,1966,female,construction,heavy and civil engineering construction,clerical and administrative,office managers and program administrators,between 20 and 199,yes,couple with no dependent children,more than 5 years,metro,less than 10% of my time,3.0,5.0,2.0,5.0,5.0,3.0,10%,10%,3.0,5.0,2.0,5.0,4.0,3.0,10%,10%,1,1,2,i 20% more productive when working remotely,0.5,6.5,1.0,4.0,0.0,8.0,0.0,4.0,my work-life balance,my working relationships,managing my personal commitments,my working relationships,my job satisfaction,my working relationships,my work-life balance,my on-the-job learning opportunities,the number of hours  i work,my on-the-job learning opportunities,managing my personal commitments,my mental wellbeing,caring responsibilities,feeling left out and/or isolated,i have tasks that can't be done remotely,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),54
815,1973,male,education and training,preschool and school education,professionals,"business, human resource and marketing professionals",between 20 and 199,yes,couple with dependent children,between 1 and 5 years,metro,less than 10% of my time,1.0,3.0,1.0,2.0,4.0,3.0,less than 10% of my time,20%,4.0,4.0,4.0,4.0,4.0,3.0,20%,less than 10% of my time,1,1,1,my productivity is about same when i work remotely,2.0,9.0,1.0,1.0,1.0,9.0,2.0,1.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my personal relationships,my work-life balance,managing my personal commitments,my personal relationships,my daily expenses,my daily expenses,my personal relationships,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),difficulty collaborating remotely,cyber security,i have tasks that can't be done remotely,47
816,1968,male,financial and insurance services,finance,managers,specialist managers,more than 200,yes,single person,between 1 and 5 years,metro,30%,4.0,4.0,4.0,4.0,3.0,4.0,50% - about half of my time,50% - i spent about half of my time remote working,4.0,4.0,5.0,4.0,4.0,4.0,50% - about half of my time,50% - about half of my time,4,4,4,my productivity is about same when i work remotely,0.5,10.0,2.0,0.0,1.0,10.0,13.0,0.0,my work-life balance,my working relationships,managing my personal commitments,my opportunities to socialise,my job satisfaction,my working relationships,my work-life balance,my opportunities to socialise,my job satisfaction,my personal relationships,my job satisfaction,my opportunities to socialise,"it equipment (computer, printer, etc.)",lack of motivation,i have tasks that can't be done remotely,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,52
817,1964,female,education and training,preschool and school education,professionals,education professionals,between 20 and 199,no,one  parent family with dependent children,more than 5 years,metro,20%,2.0,2.0,3.0,1.0,4.0,4.0,50% - about half of my time,rarely or never,,,,,,,50% - about half of my time,50% - about half of my time,1,1,1,i 50% more productive when working remotely (or more),1.0,7.0,3.0,5.0,0.2,9.0,6.0,5.0,my work-life balance,my on-the-job learning opportunities,preparing for work and commuting,my opportunities to socialise,my daily expenses,my working relationships,my mental wellbeing,my opportunities to socialise,my daily expenses,my on-the-job learning opportunities,my mental wellbeing,my opportunities to socialise,poor management,poor management,poor management,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",56
818,1965,female,education and training,preschool and school education,labourers,other labourers,between 5 and 19,no,couple with no dependent children,more than 5 years,regional,rarely or never,,,,,,,20%,less than 10% of my time,4.0,2.0,3.0,4.0,1.0,4.0,20%,20%,1,1,1,i 50% more productive when working remotely (or more),1.0,9.0,3.0,2.0,0.5,7.5,3.0,2.0,preparing for work and commuting,my work-life balance,my mental wellbeing,my opportunities to socialise,my job satisfaction,my working relationships,my mental wellbeing,the number of hours  i work,my job satisfaction,the number of hours  i work,my mental wellbeing,my opportunities to socialise,difficulty collaborating remotely,lack of motivation,i have tasks that can't be done remotely,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,55
819,1980,female,health care and social assistance,hospitals,managers,specialist managers,more than 200,yes,couple with no dependent children,more than 5 years,metro,10%,1.0,2.0,1.0,1.0,4.0,4.0,40%,rarely or never,,,,,,,40%,40%,2,1,1,i 40% more productive when working remotely,4.0,9.0,3.0,1.0,0.0,9.0,3.0,2.0,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,managing my family responsibilities,my personal relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),i have tasks that can't be done remotely,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,40
820,1965,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,"business, human resource and marketing professionals",between 1 and 4,no,couple with dependent children,more than 5 years,metro,70%,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,5,5,5,my productivity is about same when i work remotely,2.0,7.0,4.0,2.0,0.0,5.0,5.0,3.0,my work-life balance,managing my family responsibilities,my mental wellbeing,my working relationships,my daily expenses,my working relationships,my mental wellbeing,my on-the-job learning opportunities,the number of hours  i work,my on-the-job learning opportunities,my personal relationships,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,lack of motivation,poor management,55
821,1977,female,education and training,"adult, community and other education",managers,"chief executives, general managers and legislators",between 20 and 199,yes,couple with dependent children,more than 5 years,metro,80%,3.0,4.0,2.0,2.0,3.0,3.0,80%,60%,3.0,3.0,2.0,4.0,3.0,4.0,60%,40%,3,3,4,i 10% more productive when working remotely,2.0,8.0,2.0,1.0,0.0,8.0,3.0,0.0,my working relationships,my on-the-job learning opportunities,my mental wellbeing,my working relationships,my working relationships,my job satisfaction,managing my personal commitments,my work-life balance,my work-life balance,my job satisfaction,my job satisfaction,my personal relationships,caring responsibilities,feeling left out and/or isolated,my organisation's software and systems,feeling left out and/or isolated,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",43
822,1978,female,arts and recreation services,creative and performing arts activities,professionals,"business, human resource and marketing professionals",between 20 and 199,no,couple with no dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,20%,100% - i spent all of my time remote working,5.0,4.0,5.0,5.0,4.0,2.0,10%,20%,4,4,4,i 20% less productive when working remotely,2.0,8.0,4.0,1.0,0.5,8.0,4.0,3.0,my working relationships,preparing for work and commuting,preparing for work and commuting,my mental wellbeing,my daily expenses,my working relationships,the number of hours  i work,my mental wellbeing,my daily expenses,my job satisfaction,my daily expenses,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,cyber security,poor management,42
823,1967,male,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,more than 200,yes,couple with no dependent children,between 1 and 5 years,metro,40%,3.0,2.0,3.0,2.0,5.0,5.0,90%,100% - i spent all of my time remote working,4.0,4.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,3,3,3,i 50% more productive when working remotely (or more),2.0,8.0,3.0,2.0,0.5,9.0,4.0,1.0,my work-life balance,the number of hours  i work,preparing for work and commuting,my opportunities to socialise,my job satisfaction,managing my family responsibilities,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,my mental wellbeing,my opportunities to socialise,poor management,poor management,poor management,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,53
824,1975,female,other services,personal and other services,clerical and administrative,other clerical and administrative,between 20 and 199,no,one  parent family with dependent children,between 1 and 5 years,metro,90%,5.0,5.0,4.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,4,4,4,i 50% more productive when working remotely (or more),1.5,7.5,3.0,4.0,0.5,7.5,5.0,4.0,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,my opportunities to socialise,preparing for work and commuting,my working relationships,my mental wellbeing,my on-the-job learning opportunities,the number of hours  i work,my personal relationships,managing my personal commitments,my personal relationships,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",45
825,1970,female,construction,construction services,managers,specialist managers,more than 200,yes,couple with no dependent children,between 1 and 5 years,metro,10%,4.0,4.0,4.0,4.0,4.0,4.0,40%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,80%,80%,5,5,5,i 50% more productive when working remotely (or more),2.0,8.0,4.0,2.0,0.0,10.0,4.0,2.0,preparing for work and commuting,my work-life balance,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my job satisfaction,my on-the-job learning opportunities,my mental wellbeing,my on-the-job learning opportunities,the number of hours  i work,my daily expenses,my mental wellbeing,difficulty collaborating remotely,poor management,poor management,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),50
826,1994,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,"design, engineering, science and transport professionals",more than 200,yes,couple with dependent children,between 1 and 5 years,metro,less than 10% of my time,4.0,5.0,5.0,5.0,5.0,4.0,40%,40%,5.0,5.0,4.0,5.0,5.0,5.0,40%,50% - about half of my time,5,5,5,i 40% more productive when working remotely,0.5,8.0,4.0,1.0,0.5,8.0,4.0,1.0,my on-the-job learning opportunities,the number of hours  i work,my mental wellbeing,managing my personal commitments,my job satisfaction,preparing for work and commuting,the number of hours  i work,my on-the-job learning opportunities,my job satisfaction,my daily expenses,my job satisfaction,my daily expenses,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),feeling left out and/or isolated,lack of motivation,poor management,26
827,1957,male,education and training,"adult, community and other education",managers,specialist managers,between 5 and 19,no,couple with no dependent children,between 1 and 5 years,metro,20%,4.0,4.0,2.0,3.0,4.0,5.0,50% - about half of my time,80%,5.0,4.0,4.0,3.0,4.0,5.0,80%,80%,4,4,4,i 20% more productive when working remotely,3.0,6.0,5.0,2.0,0.0,9.0,5.0,2.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),63
828,1966,male,public administration and safety,public administration,managers,"chief executives, general managers and legislators",more than 200,yes,couple with no dependent children,between 1 and 5 years,metro,40%,5.0,5.0,5.0,5.0,5.0,5.0,50% - about half of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,70%,5,5,5,i 50% more productive when working remotely (or more),2.0,8.0,6.0,2.0,0.2,9.0,6.0,2.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my opportunities to socialise,my job satisfaction,my working relationships,my work-life balance,the number of hours  i work,my job satisfaction,the number of hours  i work,my daily expenses,managing my personal commitments,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,poor management,poor management,poor management,54
829,1968,female,administrative and support services,administrative services,clerical and administrative,inquiry clerks and receptionists,more than 200,no,couple with no dependent children,more than 5 years,regional,50% - i spent about half of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,5,5,5,i 50% more productive when working remotely (or more),5.0,10.0,5.0,4.0,5.0,10.0,5.0,4.0,the number of hours  i work,my working relationships,preparing for work and commuting,my mental wellbeing,my daily expenses,my working relationships,my mental wellbeing,managing my personal commitments,my daily expenses,my work-life balance,my mental wellbeing,my job satisfaction,"it equipment (computer, printer, etc.)",lack of motivation,poor management,connectivity (internet connection),lack of motivation,connectivity (internet connection),52
830,1990,female,wholesale trade,other goods wholesaling,sales,sales assistants and salespersons,between 5 and 19,no,couple with dependent children,between 1 and 5 years,metro,80%,4.0,4.0,5.0,5.0,4.0,3.0,80%,80%,5.0,4.0,4.0,5.0,4.0,5.0,70%,80%,5,4,3,i 30% more productive when working remotely,1.0,6.0,4.0,2.0,2.0,5.0,2.0,1.0,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,my working relationships,my personal relationships,my daily expenses,my on-the-job learning opportunities,the number of hours  i work,the number of hours  i work,my on-the-job learning opportunities,managing my personal commitments,my daily expenses,"it equipment (computer, printer, etc.)",lack of motivation,connectivity (internet connection),poor management,cyber security,feeling left out and/or isolated,30
831,1975,male,public administration and safety,"public order, safety and regulatory services",professionals,"design, engineering, science and transport professionals",more than 200,no,couple with dependent children,between 1 and 5 years,metro,10%,1.0,2.0,2.0,1.0,1.0,5.0,60%,90%,3.0,2.0,4.0,4.0,2.0,4.0,100% - all of my time,80%,2,2,2,my productivity is about same when i work remotely,2.0,8.0,3.0,3.0,0.0,9.0,3.0,3.0,managing my family responsibilities,my on-the-job learning opportunities,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,managing my personal commitments,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,"it equipment (computer, printer, etc.)",connectivity (internet connection),my organisation's software and systems,feeling left out and/or isolated,lack of motivation,feeling left out and/or isolated,45
832,1970,female,administrative and support services,administrative services,clerical and administrative,personal assistants and secretaries,between 5 and 19,no,one  parent family with dependent children,between 1 and 5 years,metro,50% - i spent about half of my time remote working,4.0,4.0,5.0,4.0,4.0,4.0,70%,50% - i spent about half of my time remote working,3.0,4.0,4.0,3.0,4.0,3.0,50% - about half of my time,50% - about half of my time,3,4,2,i 10% more productive when working remotely,10.0,10.0,2.0,2.0,5.0,5.0,10.0,4.0,my working relationships,my work-life balance,my working relationships,my opportunities to socialise,my working relationships,my personal relationships,my opportunities to socialise,managing my personal commitments,the number of hours  i work,my on-the-job learning opportunities,my mental wellbeing,managing my personal commitments,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,feeling left out and/or isolated,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",50
833,1983,female,administrative and support services,administrative services,clerical and administrative,personal assistants and secretaries,more than 200,no,couple with dependent children,more than 5 years,metro,rarely or never,,,,,,,30%,100% - i spent all of my time remote working,3.0,4.0,4.0,3.0,5.0,4.0,100% - all of my time,30%,4,4,4,i 20% more productive when working remotely,1.0,7.5,0.5,0.0,0.0,8.0,1.0,1.0,my work-life balance,my working relationships,preparing for work and commuting,my mental wellbeing,my job satisfaction,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,the number of hours  i work,managing my personal commitments,my mental wellbeing,"it equipment (computer, printer, etc.)",connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,lack of motivation,connectivity (internet connection),37
834,1967,male,"rental, hiring and real estate services",property operators and real estate services,sales,sales assistants and salespersons,between 20 and 199,no,multiple family household,more than 5 years,metro,20%,4.0,4.0,3.0,4.0,4.0,4.0,50% - about half of my time,20%,4.0,4.0,4.0,4.0,4.0,4.0,20%,20%,3,3,3,my productivity is about same when i work remotely,0.5,7.5,3.0,0.0,0.0,7.5,3.0,0.0,my work-life balance,preparing for work and commuting,my working relationships,preparing for work and commuting,my daily expenses,preparing for work and commuting,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,my job satisfaction,my daily expenses,feeling left out and/or isolated,lack of motivation,feeling left out and/or isolated,caring responsibilities,cyber security,poor management,53
835,1977,female,education and training,"adult, community and other education",managers,"chief executives, general managers and legislators",between 20 and 199,yes,couple with dependent children,between 1 and 5 years,metro,80%,2.0,2.0,4.0,2.0,2.0,2.0,70%,70%,4.0,3.0,4.0,3.0,4.0,3.0,80%,80%,3,4,3,i 20% more productive when working remotely,4.0,8.0,1.0,1.0,0.0,10.0,2.0,1.0,my work-life balance,my working relationships,my working relationships,my opportunities to socialise,my personal relationships,my working relationships,my work-life balance,my opportunities to socialise,my on-the-job learning opportunities,the number of hours  i work,my personal relationships,my opportunities to socialise,"it equipment (computer, printer, etc.)",lack of motivation,feeling left out and/or isolated,difficulty collaborating remotely,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",43
836,1976,male,"professional, scientific and technical services","professional, scientific and technical services",professionals,"business, human resource and marketing professionals",between 1 and 4,yes,couple with dependent children,between 1 and 5 years,metro,60%,5.0,5.0,5.0,5.0,5.0,4.0,50% - about half of my time,90%,5.0,5.0,5.0,5.0,5.0,4.0,50% - about half of my time,40%,4,2,4,i 20% less productive when working remotely,1.0,8.0,2.0,1.0,0.5,7.0,2.0,2.5,preparing for work and commuting,my working relationships,managing my personal commitments,my mental wellbeing,my daily expenses,my personal relationships,managing my personal commitments,my mental wellbeing,my daily expenses,my personal relationships,my daily expenses,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,"it equipment (computer, printer, etc.)",cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",44
