id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
966,1972,male,"professional, scientific and technical services",computer system design and related services,sales,sales representatives and agents,more than 200,no,couple with dependent children,between 1 and 5 years,regional,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,5,5,5,i 50% more productive when working remotely (or more),4.0,8.0,2.0,2.0,0.0,10.0,4.0,2.0,my work-life balance,my working relationships,my mental wellbeing,my working relationships,my job satisfaction,my working relationships,the number of hours  i work,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,my opportunities to socialise,poor management,poor management,poor management,"it equipment (computer, printer, etc.)",connectivity (internet connection),my organisation's software and systems,53
967,1963,female,education and training,tertiary education,professionals,"design, engineering, science and transport professionals",more than 200,yes,single person,more than 5 years,regional,rarely or never,,,,,,,50% - about half of my time,80%,4.0,5.0,4.0,5.0,5.0,4.0,80%,50% - about half of my time,4,4,4,i 40% more productive when working remotely,1.0,9.0,6.0,2.0,0.0,10.0,6.0,2.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my personal relationships,managing my personal commitments,the number of hours  i work,my work-life balance,the number of hours  i work,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",lack of motivation,i have tasks that can't be done remotely,difficulty collaborating remotely,lack of motivation,poor management,62
968,1980,male,financial and insurance services,finance,managers,"chief executives, general managers and legislators",between 20 and 199,yes,couple with no dependent children,more than 5 years,metro,less than 10% of my time,2.0,4.0,3.0,4.0,4.0,4.0,50% - about half of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,4.0,5.0,100% - all of my time,50% - about half of my time,4,5,5,i 50% more productive when working remotely (or more),0.5,9.0,4.0,2.0,0.5,10.0,4.0,2.0,my work-life balance,preparing for work and commuting,managing my personal commitments,my opportunities to socialise,my job satisfaction,my personal relationships,my work-life balance,my opportunities to socialise,my work-life balance,the number of hours  i work,managing my personal commitments,my job satisfaction,difficulty collaborating remotely,lack of motivation,i have tasks that can't be done remotely,poor management,cyber security,my organisation's software and systems,45
969,1981,male,retail trade,other store-based retailing,professionals,"business, human resource and marketing professionals",more than 200,yes,couple with no dependent children,more than 5 years,metro,20%,5.0,5.0,5.0,5.0,3.0,5.0,50% - about half of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,80%,60%,5,5,5,i 10% less productive when working remotely,2.5,8.0,8.0,4.0,0.0,8.0,10.0,6.0,preparing for work and commuting,my work-life balance,managing my family responsibilities,my mental wellbeing,my daily expenses,my job satisfaction,managing my personal commitments,my mental wellbeing,my daily expenses,my job satisfaction,my daily expenses,my mental wellbeing,connectivity (internet connection),lack of motivation,feeling left out and/or isolated,poor management,poor management,poor management,44
970,1971,male,"transport, postal and warehousing",water transport,professionals,"business, human resource and marketing professionals",between 20 and 199,no,couple with no dependent children,between 1 and 5 years,regional,less than 10% of my time,2.0,3.0,1.0,3.0,3.0,3.0,20%,100% - i spent all of my time remote working,5.0,4.0,5.0,5.0,4.0,5.0,70%,50% - about half of my time,4,4,5,i 10% more productive when working remotely,1.0,8.0,4.0,1.0,0.0,8.0,4.0,1.0,my work-life balance,my on-the-job learning opportunities,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,connectivity (internet connection),54
971,1986,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,ict professionals,between 20 and 199,no,couple with dependent children,more than 5 years,metro,70%,2.0,4.0,2.0,4.0,4.0,5.0,50% - about half of my time,100% - i spent all of my time remote working,4.0,4.0,4.0,4.0,4.0,5.0,100% - all of my time,50% - about half of my time,2,3,4,i 50% more productive when working remotely (or more),1.0,8.0,1.0,2.0,0.0,8.0,3.0,2.0,my work-life balance,my working relationships,my opportunities to socialise,managing my family responsibilities,managing my family responsibilities,my job satisfaction,my work-life balance,my opportunities to socialise,my work-life balance,my job satisfaction,managing my personal commitments,my opportunities to socialise,caring responsibilities,lack of motivation,poor management,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),39
972,1978,female,information media and telecommunications,telecommunications services,sales,sales representatives and agents,between 20 and 199,no,couple with dependent children,between 1 and 5 years,metro,30%,1.0,4.0,2.0,2.0,2.0,4.0,50% - about half of my time,70%,3.0,5.0,5.0,5.0,5.0,5.0,90%,80%,2,4,3,i 20% more productive when working remotely,2.0,7.5,2.0,1.0,0.5,10.0,2.0,1.0,preparing for work and commuting,the number of hours  i work,my mental wellbeing,my opportunities to socialise,preparing for work and commuting,my working relationships,managing my personal commitments,my opportunities to socialise,my daily expenses,the number of hours  i work,my mental wellbeing,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,47
973,1974,female,administrative and support services,administrative services,managers,"chief executives, general managers and legislators",between 5 and 19,no,single person,more than 5 years,metro,10%,2.0,4.0,4.0,3.0,5.0,4.0,50% - about half of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,80%,4,4,3,my productivity is about same when i work remotely,1.0,8.0,13.0,2.0,0.5,8.5,13.0,2.0,my work-life balance,my working relationships,managing my personal commitments,my mental wellbeing,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,my personal relationships,managing my personal commitments,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,difficulty collaborating remotely,connectivity (internet connection),connectivity (internet connection),51
974,1996,male,"transport, postal and warehousing",air and space transport,managers,"chief executives, general managers and legislators",more than 200,no,group household,between 1 and 5 years,metro,10%,4.0,2.0,2.0,2.0,4.0,4.0,50% - about half of my time,90%,5.0,5.0,5.0,5.0,5.0,5.0,90%,50% - about half of my time,5,5,5,i 50% more productive when working remotely (or more),1.0,8.0,4.0,2.0,0.0,8.0,4.0,2.0,the number of hours  i work,my working relationships,managing my personal commitments,my opportunities to socialise,my daily expenses,my working relationships,the number of hours  i work,my on-the-job learning opportunities,my daily expenses,my personal relationships,my mental wellbeing,my job satisfaction,connectivity (internet connection),feeling left out and/or isolated,connectivity (internet connection),caring responsibilities,poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",29
975,1961,female,education and training,preschool and school education,professionals,education professionals,more than 200,no,couple with no dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,i would not have preferred to work remotely,less than 10% of my time,1.0,1.0,2.0,1.0,4.0,4.0,i would not have preferred to work remotely,less than 10% of my time,1,2,1,my productivity is about same when i work remotely,2.0,8.0,4.0,0.0,0.0,2.0,2.0,2.0,my work-life balance,my working relationships,my mental wellbeing,my working relationships,preparing for work and commuting,my job satisfaction,my work-life balance,the number of hours  i work,my work-life balance,my job satisfaction,my mental wellbeing,my job satisfaction,difficulty collaborating remotely,feeling left out and/or isolated,i have tasks that can't be done remotely,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),64
976,1967,female,retail trade,other store-based retailing,managers,"hospitality, retail and service managers",between 5 and 19,no,couple with no dependent children,more than 5 years,metro,less than 10% of my time,1.0,2.0,1.0,3.0,3.0,2.0,i would not have preferred to work remotely,20%,1.0,2.0,1.0,3.0,2.0,2.0,20%,less than 10% of my time,1,1,1,my productivity is about same when i work remotely,3.0,7.0,3.0,2.0,1.0,7.5,3.0,2.0,preparing for work and commuting,my work-life balance,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my daily expenses,my work-life balance,my opportunities to socialise,my work-life balance,my daily expenses,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",lack of motivation,i have tasks that can't be done remotely,poor management,connectivity (internet connection),connectivity (internet connection),58
977,1975,female,wholesale trade,other goods wholesaling,sales,sales representatives and agents,more than 200,no,couple with dependent children,between 1 and 5 years,metro,80%,3.0,4.0,3.0,4.0,4.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,4.0,5.0,100% - all of my time,100% - all of my time,3,4,3,i 50% less productive when working remotely (or less),3.5,8.0,0.0,0.0,0.5,4.0,1.0,4.0,managing my family responsibilities,the number of hours  i work,managing my family responsibilities,my mental wellbeing,managing my family responsibilities,my working relationships,managing my personal commitments,my mental wellbeing,my work-life balance,my personal relationships,managing my personal commitments,my mental wellbeing,poor management,poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),feeling left out and/or isolated,feeling left out and/or isolated,50
978,1990,female,"transport, postal and warehousing",air and space transport,professionals,"design, engineering, science and transport professionals",more than 200,no,couple with no dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,20%,50% - i spent about half of my time remote working,3.0,4.0,4.0,4.0,4.0,4.0,100% - all of my time,40%,3,3,4,i 10% more productive when working remotely,2.0,9.0,5.0,1.0,0.0,9.0,6.0,1.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my working relationships,the number of hours  i work,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my daily expenses,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),35
979,1967,male,wholesale trade,other goods wholesaling,managers,specialist managers,between 20 and 199,yes,single person,more than 5 years,metro,less than 10% of my time,2.0,4.0,2.0,3.0,4.0,2.0,less than 10% of my time,90%,2.0,4.0,4.0,3.0,4.0,1.0,i would not have preferred to work remotely,less than 10% of my time,2,3,4,i 20% less productive when working remotely,1.0,9.0,1.0,2.0,0.5,10.0,2.0,2.0,preparing for work and commuting,my work-life balance,managing my personal commitments,my working relationships,preparing for work and commuting,my job satisfaction,managing my personal commitments,the number of hours  i work,my daily expenses,the number of hours  i work,managing my personal commitments,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,poor management,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",58
980,1967,male,retail trade,other store-based retailing,managers,"hospitality, retail and service managers",between 5 and 19,yes,couple with dependent children,more than 5 years,metro,30%,3.0,4.0,3.0,5.0,5.0,4.0,60%,70%,3.0,5.0,3.0,5.0,5.0,4.0,40%,40%,3,3,3,my productivity is about same when i work remotely,0.1,8.0,3.0,2.0,0.0,8.0,3.0,2.0,my working relationships,managing my family responsibilities,my working relationships,managing my family responsibilities,managing my family responsibilities,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my personal relationships,my opportunities to socialise,poor management,poor management,i have tasks that can't be done remotely,caring responsibilities,cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",58
981,1987,female,mining,oil and gas extraction,clerical and administrative,office managers and program administrators,more than 200,yes,couple with dependent children,between 1 and 5 years,metro,50% - i spent about half of my time remote working,5.0,4.0,4.0,5.0,4.0,3.0,40%,50% - i spent about half of my time remote working,3.0,4.0,4.0,4.0,4.0,4.0,40%,70%,4,4,4,my productivity is about same when i work remotely,1.0,7.0,3.0,2.0,0.0,8.0,3.0,2.0,managing my family responsibilities,preparing for work and commuting,my opportunities to socialise,managing my personal commitments,managing my family responsibilities,my working relationships,my work-life balance,the number of hours  i work,my daily expenses,my on-the-job learning opportunities,my daily expenses,my mental wellbeing,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,poor management,poor management,38
982,1969,male,construction,construction services,managers,"chief executives, general managers and legislators",between 20 and 199,yes,couple with dependent children,more than 5 years,metro,20%,3.0,4.0,3.0,4.0,4.0,3.0,10%,40%,3.0,5.0,4.0,5.0,4.0,4.0,10%,less than 10% of my time,2,3,3,i 10% less productive when working remotely,1.0,9.0,12.0,2.0,0.5,10.0,12.0,1.5,my work-life balance,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my working relationships,preparing for work and commuting,my work-life balance,the number of hours  i work,my work-life balance,my daily expenses,my opportunities to socialise,my daily expenses,caring responsibilities,cyber security,i have tasks that can't be done remotely,poor management,lack of motivation,feeling left out and/or isolated,56
983,1986,female,financial and insurance services,insurance and superannuation funds,clerical and administrative,office managers and program administrators,between 20 and 199,yes,couple with dependent children,between 1 and 5 years,metro,40%,4.0,5.0,4.0,3.0,4.0,4.0,80%,100% - i spent all of my time remote working,5.0,4.0,5.0,4.0,4.0,4.0,80%,80%,4,4,4,i 50% more productive when working remotely (or more),1.5,9.0,9.5,4.0,0.5,10.0,9.5,4.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my personal relationships,managing my personal commitments,my opportunities to socialise,my daily expenses,my work-life balance,managing my personal commitments,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,"it equipment (computer, printer, etc.)",lack of motivation,my organisation's software and systems,39
984,1967,male,manufacturing,primary metal and metal product manufacturing,managers,"chief executives, general managers and legislators",between 20 and 199,yes,couple with dependent children,more than 5 years,metro,20%,3.0,4.0,2.0,5.0,3.0,4.0,30%,100% - i spent all of my time remote working,5.0,4.0,4.0,5.0,4.0,4.0,100% - all of my time,30%,3,4,5,i 10% less productive when working remotely,2.0,7.5,2.0,2.0,0.0,7.5,3.0,3.0,my work-life balance,my on-the-job learning opportunities,managing my family responsibilities,my mental wellbeing,my job satisfaction,my daily expenses,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,58
985,1962,male,"professional, scientific and technical services","professional, scientific and technical services",professionals,ict professionals,more than 200,yes,couple with no dependent children,more than 5 years,metro,20%,1.0,4.0,4.0,4.0,5.0,4.0,50% - about half of my time,100% - i spent all of my time remote working,5.0,3.0,5.0,5.0,5.0,5.0,80%,60%,4,4,5,i 40% more productive when working remotely,2.0,8.0,0.5,0.0,0.0,9.0,1.0,1.0,preparing for work and commuting,my work-life balance,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my job satisfaction,my on-the-job learning opportunities,my mental wellbeing,my daily expenses,my work-life balance,managing my personal commitments,my job satisfaction,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),63
986,1972,male,education and training,"adult, community and other education",professionals,"legal, social and welfare professionals",between 1 and 4,yes,couple with dependent children,more than 5 years,metro,10%,3.0,4.0,4.0,4.0,2.0,4.0,10%,10%,3.0,4.0,4.0,4.0,2.0,3.0,10%,10%,3,3,3,my productivity is about same when i work remotely,0.5,11.0,3.0,2.0,0.5,11.0,3.0,2.0,managing my family responsibilities,my working relationships,managing my family responsibilities,my opportunities to socialise,managing my family responsibilities,my working relationships,managing my personal commitments,my opportunities to socialise,my job satisfaction,my personal relationships,managing my personal commitments,my opportunities to socialise,difficulty collaborating remotely,feeling left out and/or isolated,feeling left out and/or isolated,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),53
987,1960,male,financial and insurance services,finance,professionals,"business, human resource and marketing professionals",i am the only employee,no,single person,more than 5 years,metro,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,3.0,4.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,3.0,4.0,100% - all of my time,100% - all of my time,5,5,5,my productivity is about same when i work remotely,0.0,6.0,4.0,5.0,0.0,6.0,4.0,5.0,my work-life balance,my working relationships,managing my family responsibilities,my mental wellbeing,my daily expenses,managing my family responsibilities,my work-life balance,my mental wellbeing,my daily expenses,my job satisfaction,my daily expenses,my mental wellbeing,feeling left out and/or isolated,lack of motivation,feeling left out and/or isolated,poor management,poor management,poor management,65
988,1985,male,public administration and safety,public administration,clerical and administrative,office managers and program administrators,more than 200,no,group household,more than 5 years,metro,rarely or never,,,,,,,100% - all of my time,50% - i spent about half of my time remote working,3.0,2.0,3.0,3.0,2.0,4.0,80%,80%,2,3,3,i 30% less productive when working remotely,1.5,7.0,5.0,1.0,0.1,5.0,5.0,5.0,my work-life balance,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,managing my personal commitments,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",connectivity (internet connection),my organisation's software and systems,caring responsibilities,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",40
989,1973,male,"professional, scientific and technical services",computer system design and related services,community and personal service,hospitality,between 20 and 199,yes,single person,between 6 and 12 months,metro,40%,3.0,3.0,3.0,3.0,3.0,3.0,30%,20%,3.0,3.0,3.0,3.0,3.0,4.0,40%,50% - about half of my time,3,3,3,i 30% more productive when working remotely,1.0,10.0,5.0,5.0,1.0,11.0,5.0,5.0,my on-the-job learning opportunities,my work-life balance,my mental wellbeing,my opportunities to socialise,my working relationships,my personal relationships,managing my personal commitments,my work-life balance,my job satisfaction,my personal relationships,my job satisfaction,my personal relationships,caring responsibilities,poor management,feeling left out and/or isolated,poor management,lack of motivation,connectivity (internet connection),52
990,1978,male,"professional, scientific and technical services","professional, scientific and technical services",clerical and administrative,personal assistants and secretaries,between 20 and 199,no,couple with no dependent children,between 1 and 5 years,metro,20%,2.0,4.0,4.0,5.0,4.0,4.0,60%,20%,2.0,4.0,4.0,5.0,4.0,4.0,90%,60%,1,2,2,my productivity is about same when i work remotely,1.0,8.0,14.0,1.0,1.0,8.0,14.0,1.0,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,my job satisfaction,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my personal relationships,"it equipment (computer, printer, etc.)",poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,feeling left out and/or isolated,feeling left out and/or isolated,47
991,1995,female,"professional, scientific and technical services","professional, scientific and technical services",managers,"chief executives, general managers and legislators",more than 200,yes,single person,between 1 and 5 years,metro,rarely or never,,,,,,,50% - about half of my time,90%,4.0,5.0,5.0,4.0,5.0,5.0,100% - all of my time,90%,4,4,4,i 50% more productive when working remotely (or more),2.0,8.0,2.0,4.0,0.0,9.0,2.0,2.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my personal relationships,my mental wellbeing,the number of hours  i work,my job satisfaction,the number of hours  i work,my mental wellbeing,managing my personal commitments,poor management,poor management,my organisation's software and systems,feeling left out and/or isolated,lack of motivation,i have tasks that can't be done remotely,30
992,1965,female,education and training,"adult, community and other education",managers,"chief executives, general managers and legislators",between 1 and 4,yes,couple with no dependent children,more than 5 years,metro,90%,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,5,5,5,my productivity is about same when i work remotely,0.1,2.0,3.0,3.0,0.0,4.0,3.0,3.0,my on-the-job learning opportunities,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my job satisfaction,my working relationships,my mental wellbeing,my on-the-job learning opportunities,my job satisfaction,the number of hours  i work,my mental wellbeing,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),poor management,poor management,poor management,60
993,1973,male,information media and telecommunications,broadcasting (except internet),professionals,arts and media professionals,between 20 and 199,yes,one  parent family with dependent children,more than 5 years,regional,50% - i spent about half of my time remote working,4.0,4.0,4.0,4.0,4.0,4.0,100% - all of my time,less than 10% of my time,1.0,4.0,2.0,1.0,2.0,2.0,less than 10% of my time,100% - all of my time,5,5,5,i 50% more productive when working remotely (or more),5.0,8.0,8.0,3.0,0.0,12.0,8.0,4.0,my work-life balance,preparing for work and commuting,my opportunities to socialise,managing my family responsibilities,my working relationships,my daily expenses,my on-the-job learning opportunities,the number of hours  i work,my job satisfaction,the number of hours  i work,my job satisfaction,my personal relationships,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,cyber security,feeling left out and/or isolated,52
994,1957,male,administrative and support services,administrative services,professionals,"legal, social and welfare professionals",between 20 and 199,no,couple with dependent children,more than 5 years,metro,10%,4.0,5.0,4.0,5.0,4.0,4.0,20%,90%,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,80%,5,5,5,i 20% more productive when working remotely,2.0,9.0,3.0,3.0,0.0,10.0,4.0,3.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,my on-the-job learning opportunities,my work-life balance,my daily expenses,the number of hours  i work,my daily expenses,my personal relationships,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,connectivity (internet connection),lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",68
995,1977,female,education and training,tertiary education,professionals,"business, human resource and marketing professionals",more than 200,no,couple with dependent children,between 1 and 5 years,metro,20%,2.0,3.0,3.0,3.0,3.0,3.0,20%,50% - i spent about half of my time remote working,3.0,3.0,3.0,3.0,3.0,3.0,50% - about half of my time,50% - about half of my time,3,3,3,my productivity is about same when i work remotely,0.5,5.0,1.0,1.0,0.5,6.0,0.5,0.0,managing my family responsibilities,my on-the-job learning opportunities,managing my family responsibilities,my mental wellbeing,managing my family responsibilities,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,the number of hours  i work,managing my personal commitments,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),i have tasks that can't be done remotely,"it equipment (computer, printer, etc.)",poor management,poor management,48
996,1963,female,other services,personal and other services,clerical and administrative,office managers and program administrators,between 5 and 19,yes,couple with dependent children,more than 5 years,regional,10%,3.0,4.0,3.0,4.0,4.0,3.0,20%,40%,4.0,4.0,4.0,4.0,4.0,4.0,50% - about half of my time,50% - about half of my time,4,4,4,i 20% more productive when working remotely,0.5,5.0,2.0,2.0,0.1,6.0,3.0,1.0,my work-life balance,the number of hours  i work,preparing for work and commuting,managing my personal commitments,managing my family responsibilities,my daily expenses,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,my daily expenses,managing my personal commitments,"it equipment (computer, printer, etc.)",lack of motivation,connectivity (internet connection),feeling left out and/or isolated,poor management,poor management,62
997,1977,female,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,more than 200,no,single person,more than 5 years,metro,less than 10% of my time,1.0,3.0,1.0,1.0,4.0,2.0,20%,70%,5.0,4.0,5.0,5.0,5.0,4.0,70%,50% - about half of my time,1,4,5,my productivity is about same when i work remotely,1.5,7.0,2.0,1.0,0.0,7.0,2.0,1.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,the number of hours  i work,my mental wellbeing,the number of hours  i work,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,difficulty collaborating remotely,poor management,i have tasks that can't be done remotely,connectivity (internet connection),lack of motivation,connectivity (internet connection),48
998,1971,female,construction,building construction,clerical and administrative,numerical clerks,more than 200,no,couple with dependent children,between 1 and 5 years,metro,10%,3.0,5.0,4.0,3.0,5.0,5.0,60%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,60%,3,3,4,i 20% more productive when working remotely,5.0,8.0,2.0,2.0,0.5,9.0,3.0,3.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,my opportunities to socialise,my work-life balance,my personal relationships,the number of hours  i work,my personal relationships,my job satisfaction,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),caring responsibilities,lack of motivation,feeling left out and/or isolated,54
999,1980,male,information media and telecommunications,telecommunications services,sales,sales support,more than 200,no,couple with no dependent children,more than 5 years,metro,20%,5.0,5.0,5.0,5.0,5.0,5.0,20%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,50% - about half of my time,4,4,5,i 30% more productive when working remotely,0.5,7.5,4.0,0.0,0.0,7.5,5.0,0.0,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my working relationships,managing my family responsibilities,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my opportunities to socialise,my job satisfaction,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,45
1000,1958,male,health care and social assistance,hospitals,clerical and administrative,clerical and office support,more than 200,yes,single person,between 1 and 5 years,metro,rarely or never,,,,,,,less than 10% of my time,50% - i spent about half of my time remote working,4.0,2.0,1.0,5.0,4.0,3.0,20%,20%,2,4,4,my productivity is about same when i work remotely,1.0,8.0,0.0,1.0,0.5,8.0,2.0,1.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,the number of hours  i work,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),my organisation's software and systems,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,67
1001,1977,female,"professional, scientific and technical services",computer system design and related services,clerical and administrative,general clerical,between 20 and 199,no,couple with dependent children,more than 5 years,regional,100% - i spent all of my time remote working,1.0,5.0,1.0,1.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,2,2,3,my productivity is about same when i work remotely,12.0,8.0,2.0,2.0,0.0,8.0,8.0,8.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,managing my personal commitments,my opportunities to socialise,my work-life balance,my personal relationships,my mental wellbeing,my opportunities to socialise,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,48
1002,1972,female,other services,repair and maintenance,clerical and administrative,office managers and program administrators,between 5 and 19,yes,couple with no dependent children,more than 5 years,metro,less than 10% of my time,4.0,5.0,4.0,4.0,5.0,3.0,50% - about half of my time,less than 10% of my time,2.0,5.0,4.0,4.0,5.0,3.0,50% - about half of my time,50% - about half of my time,2,1,1,i 30% more productive when working remotely,1.0,11.0,2.0,3.0,0.5,10.0,3.0,3.0,my work-life balance,my working relationships,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my working relationships,my work-life balance,my mental wellbeing,my work-life balance,my personal relationships,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,my organisation's software and systems,53
